epoch,time_s,lr,gpu_peak_mem_gb,train_loss,train_loss_base,train_mse,train_mass,train_solid,train_tv,train_loss_plume_focus,train_loss_active_mae,train_active_fraction,train_high_fraction,val_loss,val_loss_base,val_mse,val_mass,val_solid,val_tv,val_loss_plume_focus,val_loss_active_mae,val_active_fraction,val_high_fraction,val_rmse,val_mae,val_r2,val_rel_err,val_plume_rmse,val_plume_mae,val_plume_r2,val_plume_rel_err,val_plume_voxel_fraction,val_acc,val_macro_f1,val_weighted_f1,selection_cases,selection_rmse,selection_mae,selection_plume_rmse,selection_plume_mae,selection_acc,selection_macro_f1,selection_weighted_f1,selection_metric,selection_score
43,273.98,2.672e-04,31.514,0.012446,0.00372,0.003188,0.004416,0.000838,0.000605,0.002955,0.038478,0.000698,0.000696,0.011385,0.003707,0.003175,0.004467,0.000783,0.000612,0.0024,0.035195,0.000538,0.000536,17753.8438,67.1961,-6.6e-05,1.360863,726999.9375,79858.9844,-0.012987,0.964311,0.000596,0.989204,0.189376,0.994078,16,2448.057,11.0448,134469.4443,25289.6225,0.992676,0.193045,0.99593,selection_plume_rmse,134469.444267
44,273.89,2.657e-04,31.514,0.012778,0.003956,0.003391,0.004741,0.000848,0.000647,0.003024,0.038653,0.000697,0.000695,0.010238,0.00245,0.002098,0.002777,0.000692,0.000449,0.00231,0.036524,0.000538,0.000536,17753.334,59.3303,-8e-06,1.201564,727006.0,79762.7188,-0.013003,0.963149,0.000596,0.993586,0.206662,0.99633,16,2427.1443,6.1677,134422.6235,25325.7491,0.996692,0.216926,0.998029,selection_plume_rmse,134422.623547
45,275.51,2.642e-04,31.514,0.011362,0.003184,0.002739,0.003614,0.000774,0.000536,0.002626,0.037016,0.00068,0.000679,0.010086,0.002809,0.002394,0.003418,0.000682,0.00051,0.002109,0.03445,0.000538,0.000536,17753.5742,62.7887,-3.5e-05,1.271604,727002.5,79775.5391,-0.012994,0.963303,0.000596,0.992091,0.198341,0.995556,16,2439.7059,8.0351,134501.6521,25430.8302,0.995928,0.208498,0.997626,selection_plume_rmse,134501.652084
46,275.33,2.626e-04,31.514,0.012665,0.003833,0.003279,0.004661,0.000812,0.000631,0.003001,0.038871,0.000685,0.000684,0.012328,0.004092,0.003481,0.005267,0.000779,0.000683,0.002707,0.036859,0.000538,0.000536,17754.1289,70.5835,-9.8e-05,1.429466,726999.625,79878.6016,-0.012986,0.964548,0.000596,0.987676,0.185379,0.993293,16,2449.2648,13.2165,134564.5113,25604.3859,0.992229,0.187102,0.995688,selection_plume_rmse,134564.511261
47,269.3,2.611e-04,31.514,0.012142,0.00357,0.00307,0.004129,0.000816,0.000576,0.002834,0.038254,0.000693,0.000692,0.010583,0.003335,0.002863,0.003969,0.000692,0.000554,0.002127,0.034137,0.000538,0.000536,17754.3027,68.9832,-0.000117,1.397056,726987.5625,79713.0547,-0.012952,0.962549,0.000596,0.990745,0.190815,0.994867,16,2439.308,8.1612,134556.8227,25527.2901,0.995247,0.200481,0.997285,selection_plume_rmse,134556.822727
48,274.38,2.595e-04,31.514,0.012575,0.003612,0.003101,0.004245,0.0008,0.000582,0.003138,0.038829,0.000688,0.000686,0.011131,0.003473,0.002983,0.004132,0.000712,0.000586,0.002279,0.035856,0.000538,0.000536,17755.3477,70.3486,-0.000235,1.424708,726990.9375,79966.1016,-0.012961,0.965605,0.000596,0.990201,0.189765,0.994588,16,2454.6144,9.0702,134638.451,25519.0419,0.995316,0.20508,0.997305,selection_plume_rmse,134638.45105
49,266.59,2.579e-04,31.514,0.011495,0.00326,0.00281,0.003682,0.00077,0.000538,0.002636,0.037323,0.000697,0.000696,0.009926,0.002743,0.002365,0.003042,0.000689,0.000478,0.002059,0.034164,0.000538,0.000536,17753.8301,62.6454,-6.4e-05,1.268701,726996.8125,79741.3438,-0.012978,0.962891,0.000596,0.99286,0.199762,0.995959,16,2432.9651,7.1459,134436.0782,25334.3017,0.995502,0.209442,0.997407,selection_plume_rmse,134436.078167
50,270.88,2.562e-04,31.514,0.012632,0.003915,0.003367,0.00459,0.000829,0.000629,0.003013,0.038026,0.00069,0.000688,0.010427,0.002803,0.00239,0.003426,0.000654,0.000508,0.00224,0.035893,0.000538,0.000536,17753.207,61.3718,6e-06,1.242909,726995.4375,79793.3438,-0.012974,0.963518,0.000596,0.991736,0.198114,0.995381,16,2433.0602,8.247,134438.4398,25366.2681,0.994805,0.198742,0.997029,selection_plume_rmse,134438.439754
51,276.68,2.545e-04,31.514,0.011441,0.00332,0.002863,0.003755,0.000761,0.000536,0.002607,0.036761,0.000686,0.000684,0.010358,0.003006,0.002585,0.003491,0.000676,0.000502,0.002146,0.034704,0.000538,0.000536,17754.7305,67.8161,-0.000166,1.373418,727001.375,79924.4609,-0.012991,0.965102,0.000596,0.991931,0.196997,0.995472,16,2444.1001,9.9973,134538.2769,25505.7982,0.994677,0.194836,0.996971,selection_plume_rmse,134538.276939
52,280.4,2.528e-04,31.514,0.011826,0.003351,0.002884,0.003865,0.000753,0.000548,0.002745,0.038205,0.000685,0.000683,0.011428,0.00212,0.001807,0.002513,0.000576,0.00038,0.002724,0.043896,0.000538,0.000536,17752.627,56.5422,7.2e-05,1.145098,727002.0,80290.5,-0.012992,0.969522,0.000596,0.994038,0.209551,0.996567,16,2421.9525,5.9987,134533.6803,25479.6827,0.9961,0.207171,0.997714,selection_plume_rmse,134533.680294
53,270.69,2.511e-04,31.514,0.010935,0.003063,0.002645,0.003379,0.000745,0.000496,0.002481,0.035941,0.000692,0.000691,0.009809,0.002487,0.002156,0.002621,0.000649,0.000404,0.002065,0.035042,0.000538,0.000536,17753.998,63.708,-8.3e-05,1.290222,726986.375,79749.6797,-0.012949,0.962991,0.000596,0.993921,0.204915,0.996498,16,2428.8052,5.7875,134453.1502,25429.8968,0.997716,0.224548,0.998564,selection_plume_rmse,134453.150249
54,272.05,2.494e-04,31.514,0.011112,0.003098,0.002676,0.003429,0.000748,0.0005,0.002542,0.036478,0.000687,0.000686,0.009692,0.002307,0.001983,0.002591,0.000604,0.000398,0.00209,0.035303,0.000538,0.000536,17753.7168,62.0745,-5.1e-05,1.257139,726991.25,79892.0469,-0.012962,0.96471,0.000596,0.994187,0.209913,0.996636,16,2428.2778,6.4499,134482.2927,25361.6693,0.996691,0.212945,0.998016,selection_plume_rmse,134482.29274
55,267.1,2.476e-04,31.514,0.011409,0.003238,0.002797,0.003591,0.000762,0.000514,0.002605,0.037107,0.000693,0.000691,0.010291,0.003326,0.002851,0.003997,0.000692,0.000543,0.002044,0.03281,0.000538,0.000536,17754.3789,68.2959,-0.000126,1.383135,726998.0625,79673.4688,-0.012981,0.962071,0.000596,0.990605,0.192323,0.994788,16,2444.1129,10.2699,134456.7508,25347.3903,0.993753,0.195668,0.996478,selection_plume_rmse,134456.750755
56,277.6,2.458e-04,31.514,0.011391,0.003341,0.002879,0.003814,0.000756,0.000543,0.002587,0.036415,0.00069,0.000688,0.00983,0.002461,0.00212,0.002725,0.00064,0.000433,0.00218,0.034592,0.000538,0.000536,17754.3047,62.3241,-0.000118,1.262194,727001.5625,79695.6328,-0.012991,0.962339,0.000596,0.993658,0.20242,0.996367,16,2431.246,6.0433,134501.0153,25413.0443,0.997676,0.222119,0.998535,selection_plume_rmse,134501.015297
57,264.49,2.440e-04,31.514,0.010631,0.003011,0.002606,0.00327,0.000735,0.000482,0.0024,0.034797,0.000699,0.000697,0.00987,0.002677,0.0023,0.003086,0.000638,0.000466,0.002062,0.0342,0.000538,0.000536,17754.1895,62.6799,-0.000105,1.2694,727010.125,79870.3828,-0.013015,0.964449,0.000596,0.992711,0.20202,0.995875,16,2425.4942,6.1769,134439.3115,25273.2181,0.997098,0.218685,0.998232,selection_plume_rmse,134439.311455
58,266.65,2.421e-04,31.514,0.010614,0.002899,0.002503,0.003205,0.000707,0.000476,0.002347,0.035783,0.000682,0.000681,0.009796,0.002256,0.001931,0.002618,0.000592,0.000404,0.002146,0.035962,0.000538,0.000536,17753.459,58.9245,-2.2e-05,1.193346,727007.625,79852.3672,-0.013008,0.964231,0.000596,0.993983,0.208376,0.996538,16,2421.7594,5.2878,134535.0774,25520.3285,0.997394,0.218858,0.998403,selection_plume_rmse,134535.077423
59,271.38,2.403e-04,31.514,0.010446,0.002879,0.002495,0.003069,0.000718,0.000465,0.002335,0.034886,0.000693,0.000691,0.009573,0.002304,0.001972,0.002675,0.000611,0.000413,0.002015,0.035021,0.000538,0.000536,17753.7871,60.907,-5.9e-05,1.233495,727007.375,79854.9141,-0.013007,0.964262,0.000596,0.994079,0.20261,0.996584,16,2428.81,6.4163,134458.5976,25288.481,0.997081,0.219247,0.998218,selection_plume_rmse,134458.597614
60,269.25,2.384e-04,31.514,0.010593,0.002877,0.002486,0.003158,0.000711,0.000476,0.002417,0.035324,0.000695,0.000694,0.012872,0.00383,0.003256,0.004872,0.000803,0.000663,0.002634,0.042721,0.000538,0.000536,17755.5781,70.0927,-0.000261,1.419524,726995.6875,79938.0156,-0.012975,0.965265,0.000596,0.98888,0.18564,0.993908,16,2478.3535,19.8934,134501.0425,25248.4123,0.989179,0.1816,0.994123,selection_plume_rmse,134501.042549
61,278.35,2.365e-04,31.514,0.011188,0.003258,0.00281,0.00366,0.000764,0.000524,0.002531,0.035997,0.000683,0.000681,0.009877,0.002538,0.002167,0.003069,0.0006,0.000432,0.002043,0.035311,0.000538,0.000536,17753.4551,60.451,-2.2e-05,1.224261,727007.75,79891.4453,-0.013008,0.964703,0.000596,0.992926,0.202613,0.995983,16,2427.672,6.5911,134446.312,25354.0336,0.99608,0.207218,0.997692,selection_plume_rmse,134446.312004
62,262.92,2.345e-04,31.514,0.010663,0.002921,0.002527,0.003182,0.000715,0.000467,0.002378,0.035761,0.000681,0.00068,0.009663,0.002411,0.002086,0.002596,0.000614,0.000393,0.002019,0.034889,0.000538,0.000536,17754.2969,64.1438,-0.000117,1.299047,726998.5625,79802.6797,-0.012983,0.963631,0.000596,0.994193,0.205838,0.996633,16,2437.1697,8.1456,134436.0503,25293.9381,0.997013,0.212097,0.998151,selection_plume_rmse,134436.050255
63,268.49,2.326e-04,31.514,0.010407,0.002862,0.002479,0.003075,0.000709,0.000464,0.002333,0.034742,0.000693,0.000691,0.009802,0.002554,0.002207,0.002798,0.000625,0.000409,0.002008,0.034934,0.000538,0.000536,17753.2793,60.7383,-2e-06,1.230078,726996.125,79806.3984,-0.012976,0.963676,0.000596,0.993358,0.199012,0.996209,16,2428.6134,7.4719,134324.7428,25098.3522,0.995935,0.206113,0.997603,selection_plume_rmse,134324.742809
64,272.28,2.306e-04,31.514,0.010456,0.00286,0.002478,0.003069,0.000703,0.000458,0.002345,0.035007,0.000688,0.000686,0.009256,0.002424,0.002106,0.002521,0.000619,0.0004,0.001875,0.033044,0.000538,0.000536,17753.9551,62.8454,-7.8e-05,1.272753,726991.375,79773.7891,-0.012963,0.963282,0.000596,0.994106,0.206072,0.99659,16,2433.8871,6.6011,134441.2897,25340.8645,0.997294,0.219115,0.998331,selection_plume_rmse,134441.289707
65,289.6,2.286e-04,31.514,0.010518,0.002882,0.002492,0.003163,0.000696,0.000473,0.002366,0.035126,0.000685,0.000683,0.009387,0.002231,0.001926,0.002433,0.00058,0.000383,0.001983,0.034489,0.000538,0.000536,17753.3691,60.1574,-1.2e-05,1.218314,726996.9375,79830.0781,-0.012978,0.963962,0.000596,0.994309,0.208202,0.996698,16,2427.6809,6.14,134508.217,25417.3951,0.997197,0.21463,0.998288,selection_plume_rmse,134508.216953
66,276.04,2.266e-04,31.514,0.009884,0.00269,0.002326,0.002919,0.000677,0.000445,0.002144,0.033669,0.000676,0.000674,0.01036,0.001993,0.001709,0.002197,0.0006,0.000386,0.002676,0.037943,0.000538,0.000536,17753.1172,56.5761,1.6e-05,1.145786,727012.75,79961.2188,-0.013022,0.965546,0.000596,0.994717,0.213403,0.996922,16,2424.0518,5.641,134442.5219,25345.1593,0.997694,0.227749,0.998545,selection_plume_rmse,134442.52195
67,267.18,2.246e-04,31.514,0.010308,0.002777,0.002408,0.002964,0.000685,0.000447,0.002259,0.035144,0.000689,0.000688,0.009811,0.002487,0.002147,0.002701,0.000648,0.000451,0.002085,0.034928,0.000538,0.000536,17753.4902,59.8302,-2.6e-05,1.211688,727001.75,79882.4453,-0.012992,0.964594,0.000596,0.993395,0.206597,0.996232,16,2430.0785,6.5669,134406.5294,25319.6568,0.997022,0.216292,0.99819,selection_plume_rmse,134406.529404
68,265.85,2.225e-04,31.514,0.010661,0.002964,0.002558,0.003319,0.000692,0.000487,0.00239,0.035383,0.000684,0.000683,0.009921,0.002601,0.002219,0.003129,0.000643,0.000479,0.002037,0.03522,0.000538,0.000536,17753.293,60.9692,-4e-06,1.234756,726996.625,79892.1328,-0.012977,0.964711,0.000596,0.993005,0.200519,0.996024,16,2454.9036,12.6048,134564.8004,25441.5094,0.9916,0.188238,0.995368,selection_plume_rmse,134564.800362
69,276.16,2.205e-04,31.514,0.010672,0.003108,0.002687,0.003444,0.00072,0.000497,0.002417,0.034315,0.000678,0.000677,0.009757,0.002317,0.001988,0.002674,0.000571,0.000392,0.002116,0.035493,0.000538,0.000536,17753.3711,60.6759,-1.2e-05,1.228816,727003.0625,79841.5781,-0.012995,0.964101,0.000596,0.993775,0.202494,0.996419,16,2423.6689,7.4398,134502.5253,25282.3901,0.995449,0.202149,0.997351,selection_plume_rmse,134502.525349
70,262.95,2.184e-04,31.514,0.010404,0.002925,0.002533,0.003183,0.000696,0.000475,0.002319,0.0344,0.000694,0.000692,0.010508,0.002452,0.002111,0.002772,0.000598,0.00043,0.002135,0.039473,0.000538,0.000536,17754.4102,65.5468,-0.000129,1.32746,726978.6875,80139.8672,-0.012927,0.967703,0.000596,0.993952,0.20105,0.996511,16,2444.9081,8.2202,134600.3588,25294.6811,0.996847,0.208925,0.998069,selection_plume_rmse,134600.35878
71,275.14,2.163e-04,31.514,0.010025,0.002686,0.002328,0.002862,0.000677,0.000438,0.002207,0.034206,0.000688,0.000686,0.01083,0.001916,0.001636,0.002212,0.000546,0.000369,0.002431,0.043227,0.000538,0.000536,17752.7793,55.4948,5.4e-05,1.123886,727009.3125,80333.9297,-0.013013,0.970046,0.000596,0.994702,0.217166,0.996915,16,2419.3772,5.1692,134567.1042,25487.9962,0.997251,0.220933,0.998317,selection_plume_rmse,134567.104187
72,271.86,2.142e-04,31.514,0.010199,0.002746,0.002379,0.002932,0.000696,0.00045,0.002222,0.034875,0.000693,0.000692,0.009204,0.002119,0.001822,0.002373,0.000561,0.000369,0.001985,0.033996,0.000538,0.000536,17753.5312,60.5937,-3e-05,1.227151,726992.125,79885.3125,-0.012965,0.964629,0.000596,0.994518,0.211722,0.996808,16,2428.8477,5.5986,134476.8482,25460.8229,0.998027,0.226846,0.998727,selection_plume_rmse,134476.848213
73,266.43,2.120e-04,31.514,0.009777,0.002641,0.00229,0.002805,0.000667,0.000432,0.002123,0.033419,0.000684,0.000682,0.008989,0.002252,0.001951,0.00239,0.00058,0.000383,0.001835,0.032679,0.000538,0.000536,17754.2207,62.4559,-0.000108,1.264863,727001.75,79850.9766,-0.012992,0.964214,0.000596,0.994415,0.208,0.996749,16,2429.1541,7.0342,134442.3884,25267.1333,0.996812,0.208955,0.998061,selection_plume_rmse,134442.388397
74,279.88,2.099e-04,31.514,0.009945,0.002669,0.002314,0.00283,0.000669,0.000434,0.002197,0.033867,0.000688,0.000686,0.009081,0.002088,0.001807,0.002187,0.000587,0.000377,0.001943,0.033662,0.000538,0.000536,17752.9922,59.017,3e-05,1.195219,726981.375,79790.0938,-0.012935,0.963479,0.000596,0.994792,0.213743,0.996949,16,2427.2477,6.0408,134399.3089,25228.1735,0.997421,0.221208,0.998398,selection_plume_rmse,134399.308891
75,271.98,2.077e-04,31.514,0.010445,0.002932,0.002537,0.003205,0.000694,0.000476,0.002321,0.034617,0.000689,0.000687,0.009465,0.002305,0.002004,0.002366,0.000606,0.000394,0.002079,0.033874,0.000538,0.000536,17754.9941,61.9665,-0.000195,1.254951,727018.8125,79916.6875,-0.013039,0.965008,0.000596,0.994325,0.207005,0.996711,16,2427.0112,6.9296,134475.8997,25222.8023,0.995732,0.207469,0.99751,selection_plume_rmse,134475.899704
76,269.47,2.055e-04,31.514,0.010065,0.002735,0.002368,0.002944,0.000676,0.000446,0.002241,0.033929,0.000693,0.000691,0.009238,0.002193,0.0019,0.002293,0.000597,0.000387,0.001973,0.033812,0.000538,0.000536,17753.2578,59.9977,0.0,1.215079,726989.3125,79805.3438,-0.012957,0.963663,0.000596,0.994553,0.206353,0.996827,16,2424.6659,6.2208,134371.6627,25068.5265,0.99725,0.21858,0.99829,selection_plume_rmse,134371.662678
77,273.52,2.033e-04,31.514,0.009875,0.002666,0.002308,0.002872,0.000664,0.000435,0.002161,0.033657,0.000681,0.000679,0.009311,0.002117,0.001816,0.00242,0.000554,0.000375,0.002013,0.034541,0.000538,0.000536,17753.0762,58.4817,2.1e-05,1.184377,726999.375,79866.0391,-0.012985,0.964396,0.000596,0.994279,0.210804,0.996687,16,2424.8127,6.5156,134423.8215,25215.448,0.997025,0.217377,0.998174,selection_plume_rmse,134423.821545
78,278.5,2.011e-04,31.514,0.009845,0.002703,0.002342,0.002893,0.000667,0.000441,0.002156,0.033241,0.000698,0.000696,0.009729,0.002273,0.00197,0.002376,0.000608,0.000397,0.002194,0.035085,0.000538,0.000536,17753.2461,60.6242,2e-06,1.227768,726985.9375,79751.875,-0.012948,0.963018,0.000596,0.994426,0.205034,0.996754,16,2431.1183,6.8537,134361.6053,25074.6556,0.997635,0.219643,0.99849,selection_plume_rmse,134361.605347
79,271.83,1.989e-04,31.514,0.009821,0.002617,0.002268,0.002789,0.000659,0.000427,0.002125,0.03386,0.000692,0.00069,0.009406,0.002253,0.001958,0.002346,0.000569,0.000363,0.001986,0.034445,0.000538,0.000536,17753.7578,62.2632,-5.6e-05,1.260961,726986.125,79940.8594,-0.012948,0.9653,0.000596,0.994393,0.206476,0.996744,16,2430.3521,6.3729,134432.8199,25147.5699,0.997532,0.220798,0.99844,selection_plume_rmse,134432.819946
80,270.51,1.967e-04,31.514,0.009654,0.002608,0.00226,0.002793,0.000651,0.000423,0.002092,0.033028,0.000684,0.000682,0.009119,0.002636,0.002259,0.003117,0.0006,0.00047,0.001789,0.031296,0.000538,0.000536,17754.4062,63.7494,-0.000129,1.291059,726999.125,79776.3047,-0.012984,0.963313,0.000596,0.992586,0.200954,0.995807,16,2427.0579,7.4055,134306.3858,25100.0883,0.995143,0.201727,0.997191,selection_plume_rmse,134306.385796
81,272.17,1.945e-04,31.514,0.009664,0.002611,0.002263,0.002782,0.00066,0.000429,0.002097,0.033038,0.000687,0.000685,0.008793,0.00212,0.001828,0.002314,0.000575,0.000379,0.001815,0.032386,0.000538,0.000536,17753.6152,59.7651,-4e-05,1.210369,727002.8125,79793.9844,-0.012995,0.963526,0.000596,0.994636,0.211268,0.996868,16,2431.5111,7.3144,134387.1248,25117.2892,0.996631,0.212865,0.997961,selection_plume_rmse,134387.124825
82,275.04,1.922e-04,31.514,0.009497,0.002538,0.002203,0.002654,0.000655,0.000415,0.002054,0.032702,0.000687,0.000685,0.009279,0.002031,0.001754,0.002174,0.000565,0.000362,0.001931,0.035442,0.000538,0.000536,17752.7891,57.4299,5.3e-05,1.163076,726991.1875,79967.3125,-0.012962,0.965619,0.000596,0.994654,0.213688,0.996881,16,2419.3922,5.6739,134445.2931,25231.2119,0.99727,0.221615,0.998304,selection_plume_rmse,134445.293064
83,272.99,1.899e-04,31.514,0.010029,0.002838,0.002466,0.002998,0.000681,0.000452,0.002196,0.0333,0.0007,0.000698,0.009378,0.002318,0.001987,0.002696,0.000572,0.000402,0.001946,0.034097,0.000538,0.000536,17753.3359,59.7696,-9e-06,1.210461,727004.625,79839.2344,-0.013,0.964073,0.000596,0.993987,0.207421,0.996528,16,2426.1664,6.9036,134420.6682,25182.2384,0.995856,0.206494,0.997563,selection_plume_rmse,134420.668182
84,270.63,1.877e-04,31.514,0.009478,0.002564,0.002229,0.002657,0.000654,0.00041,0.002049,0.032434,0.000698,0.000696,0.009265,0.002047,0.001774,0.002134,0.00056,0.000348,0.001961,0.035047,0.000538,0.000536,17753.3516,58.727,-1e-05,1.189346,726990.5625,79901.6016,-0.012961,0.964826,0.000596,0.994798,0.213992,0.996954,16,2421.0335,5.389,134548.9608,25470.1675,0.997451,0.224303,0.998416,selection_plume_rmse,134548.960781
85,278.76,1.854e-04,31.514,0.009782,0.002582,0.002241,0.002707,0.000659,0.00042,0.002128,0.033811,0.000674,0.000672,0.008753,0.002263,0.001973,0.002271,0.000593,0.000375,0.001719,0.031802,0.000538,0.000536,17754.3027,61.5007,-0.000117,1.245518,726993.375,79922.3047,-0.012968,0.965076,0.000596,0.994472,0.207513,0.996783,16,2429.5578,7.5532,134283.4807,25082.5737,0.996186,0.207187,0.997731,selection_plume_rmse,134283.480652
86,270.95,1.831e-04,31.514,0.009641,0.002723,0.002362,0.002898,0.000673,0.000442,0.00206,0.032386,0.000702,0.0007,0.008823,0.002011,0.001728,0.00226,0.000528,0.000359,0.001945,0.032447,0.000538,0.000536,17753.5859,60.2904,-3.7e-05,1.221008,727001.625,79805.3906,-0.012991,0.963664,0.000596,0.994752,0.212078,0.996926,16,2421.7669,7.0114,134372.2858,25070.4491,0.996756,0.210471,0.998017,selection_plume_rmse,134372.285778
87,285.93,1.808e-04,31.514,0.009462,0.002553,0.002217,0.002667,0.000657,0.000417,0.002028,0.032537,0.000692,0.00069,0.008896,0.002352,0.002042,0.002446,0.000612,0.000407,0.001729,0.032098,0.000538,0.000536,17753.1074,60.7111,1.7e-05,1.229528,726969.8125,79639.3438,-0.012903,0.961659,0.000596,0.994147,0.212152,0.996608,16,2432.539,7.293,134357.9377,25115.8126,0.996472,0.214951,0.997893,selection_plume_rmse,134357.937668
88,276.26,1.785e-04,31.514,0.009579,0.002588,0.002246,0.002727,0.000653,0.000427,0.002072,0.032789,0.000699,0.000697,0.009036,0.001978,0.0017,0.002215,0.000525,0.000347,0.001902,0.034369,0.000538,0.000536,17753.4707,58.9211,-2.4e-05,1.193276,727003.375,79881.2812,-0.012996,0.96458,0.000596,0.994822,0.215626,0.996966,16,2416.299,5.2103,134496.9407,25338.1316,0.99704,0.218675,0.998204,selection_plume_rmse,134496.940701
89,271.69,1.762e-04,31.514,0.009313,0.002575,0.002238,0.002688,0.000644,0.000413,0.00199,0.031651,0.000695,0.000693,0.009347,0.002172,0.001888,0.002233,0.000563,0.000361,0.001914,0.035075,0.000538,0.000536,17754.8184,64.6345,-0.000175,1.308984,726995.3125,80061.5859,-0.012974,0.966758,0.000596,0.994903,0.207287,0.996999,16,2428.6164,6.829,134419.0188,25093.3849,0.997473,0.218476,0.998408,selection_plume_rmse,134419.018757
90,271.15,1.739e-04,31.514,0.009939,0.002858,0.002483,0.003034,0.000676,0.000455,0.002209,0.03248,0.00069,0.000688,0.011109,0.002237,0.00191,0.002685,0.000546,0.000398,0.00246,0.042749,0.000538,0.000536,17752.8438,57.8333,4.7e-05,1.171246,727002.25,80360.6719,-0.012993,0.970369,0.000596,0.993233,0.205753,0.996149,16,2425.7779,7.278,134575.7983,25431.5409,0.994491,0.200755,0.996867,selection_plume_rmse,134575.798309
91,266.45,1.716e-04,31.514,0.0099,0.002629,0.00228,0.002803,0.00064,0.000427,0.002197,0.033827,0.000678,0.000677,0.008935,0.002119,0.001836,0.002242,0.000549,0.00036,0.001888,0.032853,0.000538,0.000536,17754.0742,61.5959,-9.2e-05,1.247446,727001.625,79809.1875,-0.012991,0.96371,0.000596,0.99489,0.211245,0.996998,16,2426.7112,6.546,134428.1489,25166.3883,0.997308,0.216222,0.998308,selection_plume_rmse,134428.148933
92,275.24,1.692e-04,31.514,0.009429,0.002531,0.0022,0.002622,0.000649,0.000416,0.002041,0.03238,0.0007,0.000698,0.008681,0.001848,0.001601,0.001905,0.000531,0.000327,0.001926,0.032715,0.000538,0.000536,17753.1094,57.9659,1.7e-05,1.173932,726991.0625,79697.9375,-0.012962,0.962366,0.000596,0.99541,0.219143,0.997274,16,2420.1391,5.3451,134428.2262,25266.5227,0.997848,0.230988,0.998619,selection_plume_rmse,134428.22617
93,272.6,1.669e-04,31.514,0.009159,0.002456,0.00213,0.002586,0.000634,0.000406,0.001966,0.03158,0.000692,0.00069,0.008505,0.001977,0.001706,0.002136,0.000532,0.000346,0.001773,0.031703,0.000538,0.000536,17753.8027,60.0572,-6.1e-05,1.216284,726998.625,79831.1875,-0.012983,0.963975,0.000596,0.99496,0.212159,0.997032,16,2434.8978,6.6696,134593.6055,25328.5878,0.997177,0.219021,0.998252,selection_plume_rmse,134593.605537
94,269.33,1.646e-04,31.514,0.009303,0.002532,0.002198,0.002669,0.000632,0.00041,0.001985,0.031911,0.000685,0.000683,0.00897,0.002241,0.001944,0.002376,0.000556,0.000362,0.001823,0.032709,0.000538,0.000536,17753.7871,61.7408,-5.9e-05,1.250381,726994.375,79825.7266,-0.012971,0.963909,0.000596,0.994134,0.209601,0.996608,16,2419.5385,6.8233,134451.9493,25241.4177,0.996153,0.206106,0.99772,selection_plume_rmse,134451.949306
95,277.37,1.622e-04,31.514,0.009467,0.002536,0.002203,0.002661,0.000628,0.000409,0.002106,0.032171,0.000681,0.000679,0.008697,0.002034,0.001763,0.002127,0.000552,0.000354,0.001793,0.032466,0.000538,0.000536,17753.5645,59.2139,-3.4e-05,1.199206,726995.3125,79810.6797,-0.012974,0.963728,0.000596,0.994844,0.216539,0.996975,16,2422.1138,6.0778,134475.0797,25226.5375,0.996974,0.216659,0.998146,selection_plume_rmse,134475.079746
96,275.91,1.599e-04,31.514,0.009223,0.002456,0.002134,0.002549,0.000628,0.0004,0.001991,0.031841,0.000679,0.000678,0.009135,0.002376,0.002085,0.002279,0.000593,0.000372,0.001768,0.033273,0.000538,0.000536,17755.4219,64.7554,-0.000243,1.311433,726976.75,80190.8047,-0.012922,0.968318,0.000596,0.994461,0.207311,0.996772,16,2436.361,8.2291,134408.2832,25220.6357,0.996365,0.207132,0.997807,selection_plume_rmse,134408.283245
97,288.88,1.575e-04,31.514,0.009345,0.002561,0.002225,0.002673,0.000644,0.000417,0.001994,0.031931,0.000699,0.000697,0.008859,0.002068,0.001787,0.002218,0.000554,0.000367,0.001849,0.03295,0.000538,0.000536,17753.3398,59.1306,-9e-06,1.197518,726995.875,79867.8281,-0.012975,0.964418,0.000596,0.994695,0.211887,0.9969,16,2427.253,6.3262,134487.7355,25237.2086,0.997057,0.216188,0.998188,selection_plume_rmse,134487.735451
98,267.56,1.552e-04,31.514,0.009205,0.002484,0.002161,0.002543,0.00064,0.000404,0.001963,0.031724,0.000699,0.000697,0.008918,0.001967,0.001703,0.00205,0.000552,0.000352,0.00187,0.033875,0.000538,0.000536,17753.0078,58.0418,2.9e-05,1.175468,726992.125,79876.1016,-0.012965,0.964518,0.000596,0.994932,0.215559,0.997021,16,2421.4893,5.5559,134437.9471,25294.5695,0.997457,0.222707,0.998409,selection_plume_rmse,134437.947138
99,268.05,1.528e-04,31.514,0.009165,0.002503,0.002177,0.00258,0.000639,0.000412,0.001965,0.03131,0.000701,0.000699,0.008654,0.002312,0.002,0.002527,0.000559,0.000386,0.001711,0.030872,0.000538,0.000536,17754.2441,63.1448,-0.000111,1.278816,726992.875,79747.6406,-0.012967,0.962967,0.000596,0.994022,0.203141,0.996547,16,2436.5522,8.8171,134674.78,25290.7246,0.99365,0.194838,0.996423,selection_plume_rmse,134674.780014
