epoch,time_s,lr,gpu_peak_mem_gb,train_loss,train_loss_base,train_mse,train_mass,train_solid,train_tv,train_loss_plume_focus,train_loss_active_mae,train_active_fraction,train_high_fraction,val_loss,val_loss_base,val_mse,val_mass,val_solid,val_tv,val_loss_plume_focus,val_loss_active_mae,val_active_fraction,val_high_fraction,val_rmse,val_mae,val_r2,val_rel_err,val_plume_rmse,val_plume_mae,val_plume_r2,val_plume_rel_err,val_plume_voxel_fraction,val_acc,val_macro_f1,val_weighted_f1,selection_cases,selection_rmse,selection_mae,selection_plume_rmse,selection_plume_mae,selection_acc,selection_macro_f1,selection_weighted_f1,selection_metric,selection_score
157,270.92,3.383e-05,31.514,0.007922,0.002103,0.001835,0.002061,0.000577,0.000349,0.001654,0.027766,0.000689,0.000688,0.00834,0.001712,0.001493,0.001666,0.000495,0.0003,0.001898,0.031532,0.000538,0.000536,17756.4355,58.3963,-0.000358,1.182649,727089.0625,80232.4062,-0.013235,0.96882,0.000596,0.99591,0.226886,0.997528,16,2415.3245,5.0608,134271.4443,25335.726,0.998003,0.223179,0.998699,selection_plume_rmse,134271.444286
158,272.1,3.237e-05,31.514,0.00787,0.002099,0.001832,0.002059,0.000572,0.000347,0.001641,0.027538,0.000689,0.000687,0.008103,0.001768,0.001542,0.00173,0.000501,0.000309,0.001719,0.030774,0.000538,0.000536,17758.0098,60.0846,-0.000535,1.216839,727126.1875,80471.1719,-0.013338,0.971703,0.000596,0.995824,0.219594,0.997484,16,2417.5217,5.4391,134225.9809,25279.9705,0.997492,0.220208,0.998435,selection_plume_rmse,134225.980886
159,275.69,3.095e-05,31.514,0.007916,0.002084,0.00182,0.002036,0.000571,0.000345,0.001676,0.027706,0.000687,0.000685,0.008826,0.001689,0.001472,0.001636,0.000496,0.000302,0.002201,0.032907,0.000538,0.000536,17757.0996,58.8367,-0.000433,1.191568,727104.6875,80375.2031,-0.013279,0.970545,0.000596,0.996004,0.226205,0.99758,16,2416.2147,4.9682,134351.9584,25364.2472,0.998156,0.224001,0.998774,selection_plume_rmse,134351.958429
160,273.94,2.955e-05,31.514,0.007977,0.002172,0.001897,0.002137,0.000584,0.000357,0.001664,0.027606,0.0007,0.000698,0.008125,0.001661,0.00145,0.001588,0.000491,0.000291,0.001798,0.031103,0.000538,0.000536,17755.4727,58.3081,-0.000249,1.180861,727053.6875,80115.5703,-0.013136,0.967409,0.000596,0.9961,0.226503,0.997629,16,2415.2065,4.9558,134322.0922,25333.7531,0.998045,0.223031,0.998714,selection_plume_rmse,134322.092232
161,274.84,2.819e-05,31.514,0.007866,0.002083,0.00182,0.002032,0.00057,0.000344,0.001647,0.027577,0.000689,0.000688,0.008373,0.001631,0.001419,0.001607,0.000484,0.000292,0.001913,0.032191,0.000538,0.000536,17756.0293,57.236,-0.000312,1.159149,727083.25,80189.8203,-0.013219,0.968306,0.000596,0.996061,0.228334,0.997611,16,2413.6602,4.7463,134322.1271,25412.2099,0.998207,0.226079,0.998806,selection_plume_rmse,134322.127079
162,274.59,2.685e-05,31.514,0.007792,0.002056,0.001796,0.002004,0.000566,0.000342,0.001619,0.027442,0.000676,0.000674,0.008423,0.001621,0.001412,0.001575,0.000484,0.00029,0.001979,0.032153,0.000538,0.000536,17756.4727,57.9469,-0.000362,1.173547,727089.9375,80249.125,-0.013237,0.969022,0.000596,0.996155,0.22781,0.99766,16,2414.0295,4.9603,134251.9387,25340.7172,0.998111,0.223087,0.998751,selection_plume_rmse,134251.938713
163,270.58,2.555e-05,31.514,0.007932,0.002092,0.001827,0.002044,0.000573,0.000346,0.001647,0.027958,0.000692,0.000691,0.008158,0.001719,0.001495,0.00171,0.000492,0.000308,0.001787,0.031021,0.000538,0.000536,17759.1855,58.9939,-0.000667,1.194751,727190.1875,80493.1641,-0.013517,0.971969,0.000596,0.995807,0.226585,0.997475,16,2412.4742,5.337,134094.3862,25344.0259,0.997414,0.216985,0.998391,selection_plume_rmse,134094.38625
164,273.7,2.427e-05,31.514,0.007857,0.002102,0.001837,0.002037,0.000579,0.000348,0.001642,0.027419,0.000693,0.000691,0.008463,0.001732,0.00151,0.001683,0.000499,0.000305,0.001964,0.031785,0.000538,0.000536,17755.4746,58.355,-0.000249,1.181811,727043.0625,80102.9766,-0.013107,0.967257,0.000596,0.995866,0.225735,0.997505,16,2413.5562,5.1705,134207.2542,25315.9075,0.997662,0.220124,0.998524,selection_plume_rmse,134207.254156
165,271.18,2.303e-05,31.514,0.007764,0.002079,0.001817,0.002011,0.000575,0.000346,0.001583,0.027349,0.000689,0.000688,0.008492,0.001646,0.001435,0.001596,0.000486,0.000292,0.002032,0.032091,0.000538,0.000536,17756.5039,58.3287,-0.000365,1.18128,727092.4375,80279.9609,-0.013245,0.969394,0.000596,0.996166,0.229621,0.997661,16,2413.8827,4.939,134289.6774,25336.9842,0.997778,0.221606,0.998587,selection_plume_rmse,134289.67742
166,282.13,2.182e-05,31.514,0.007721,0.002071,0.001809,0.002012,0.000571,0.000344,0.001592,0.027051,0.000688,0.000687,0.008311,0.001695,0.00148,0.001632,0.000493,0.000298,0.001895,0.031471,0.000538,0.000536,17758.1113,59.9502,-0.000547,1.214118,727127.0625,80427.0469,-0.013341,0.971171,0.000596,0.996094,0.222913,0.997624,16,2415.3443,5.1268,134219.2212,25326.9101,0.997907,0.222106,0.998651,selection_plume_rmse,134219.22123
167,269.23,2.064e-05,31.514,0.007828,0.002053,0.001795,0.001978,0.000572,0.000343,0.001635,0.027599,0.000685,0.000683,0.008937,0.00168,0.001468,0.001588,0.000495,0.000295,0.002301,0.033045,0.000538,0.000536,17758.123,59.5354,-0.000548,1.205718,727129.0625,80444.3359,-0.013347,0.971379,0.000596,0.996203,0.224781,0.997681,16,2414.9944,5.1864,134176.684,25261.6513,0.99807,0.222442,0.998728,selection_plume_rmse,134176.683998
168,271.25,1.949e-05,31.514,0.007959,0.002075,0.001811,0.002038,0.000569,0.000347,0.001719,0.027769,0.000685,0.000683,0.008636,0.001691,0.001474,0.001649,0.000495,0.000302,0.002077,0.032456,0.000538,0.000536,17755.9883,58.0723,-0.000307,1.176086,727080.0,80267.4688,-0.01321,0.969244,0.000596,0.995973,0.223468,0.997562,16,2413.5735,5.0045,134234.1901,25325.8032,0.997911,0.223538,0.998654,selection_plume_rmse,134234.190092
169,277.75,1.838e-05,31.514,0.007662,0.002041,0.001782,0.001992,0.000564,0.000343,0.001593,0.02685,0.000673,0.000671,0.008627,0.001605,0.001398,0.001562,0.000479,0.000288,0.002133,0.032593,0.000538,0.000536,17756.3438,57.5259,-0.000347,1.16502,727091.875,80250.7891,-0.013243,0.969042,0.000596,0.996168,0.228347,0.997666,16,2413.2248,4.7836,134303.9849,25383.5521,0.998276,0.224722,0.998839,selection_plume_rmse,134303.984863
170,275.09,1.729e-05,31.514,0.00773,0.002085,0.001821,0.002032,0.000572,0.000347,0.001583,0.027081,0.000694,0.000692,0.008596,0.00166,0.001449,0.001594,0.000489,0.000296,0.002104,0.03221,0.000538,0.000536,17757.959,58.6804,-0.000529,1.188401,727136.6875,80418.0391,-0.013368,0.971062,0.000596,0.996157,0.224094,0.997658,16,2413.6066,4.9901,134215.1868,25334.814,0.998147,0.222164,0.998769,selection_plume_rmse,134215.186781
171,281.49,1.624e-05,31.514,0.007704,0.002055,0.001795,0.001995,0.000569,0.000342,0.001617,0.026882,0.00069,0.000689,0.008365,0.001674,0.00146,0.00161,0.000493,0.000297,0.001935,0.031711,0.000538,0.000536,17757.8613,58.6365,-0.000518,1.187512,727135.9375,80408.5391,-0.013366,0.970947,0.000596,0.996074,0.228435,0.997615,16,2413.5629,4.9627,134255.7348,25321.3383,0.997937,0.223321,0.998666,selection_plume_rmse,134255.734818
172,268.55,1.523e-05,31.514,0.00776,0.002098,0.001833,0.002038,0.000574,0.000349,0.001619,0.026958,0.000695,0.000693,0.00864,0.001655,0.001443,0.001598,0.000491,0.000296,0.002122,0.032419,0.000538,0.000536,17756.1816,57.8824,-0.000329,1.172241,727084.6875,80235.0781,-0.013223,0.968852,0.000596,0.996105,0.227341,0.99763,16,2413.3415,4.9399,134260.4369,25330.2629,0.997929,0.223303,0.998662,selection_plume_rmse,134260.436857
173,277.24,1.425e-05,31.514,0.007708,0.002076,0.001815,0.002008,0.000576,0.000345,0.001616,0.026766,0.000698,0.000697,0.008598,0.001653,0.001442,0.001591,0.000489,0.000293,0.002119,0.032174,0.000538,0.000536,17757.7676,58.5457,-0.000508,1.185673,727135.9375,80332.9844,-0.013366,0.970035,0.000596,0.996159,0.223917,0.99766,16,2413.343,4.8913,134267.4797,25319.8821,0.99803,0.223541,0.998713,selection_plume_rmse,134267.479748
174,274.0,1.330e-05,31.514,0.007745,0.002098,0.001833,0.002043,0.000575,0.000347,0.001642,0.026699,0.000692,0.000691,0.008235,0.001645,0.001432,0.001613,0.000485,0.000293,0.001856,0.031565,0.000538,0.000536,17754.4102,57.4836,-0.00013,1.164163,727027.8125,80029.5938,-0.013064,0.966371,0.000596,0.99605,0.222251,0.997604,16,2413.3781,4.9466,134312.9191,25309.8699,0.997431,0.220652,0.99841,selection_plume_rmse,134312.919062
175,278.78,1.238e-05,31.514,0.007673,0.002015,0.00176,0.001952,0.000564,0.000338,0.00158,0.027189,0.000674,0.000673,0.008265,0.001708,0.001491,0.001646,0.000495,0.000301,0.001868,0.031255,0.000538,0.000536,17756.791,59.108,-0.000398,1.197062,727081.0,80294.2656,-0.013213,0.969567,0.000596,0.996004,0.226124,0.997576,16,2413.5257,5.1629,134203.3027,25296.7625,0.997577,0.218331,0.998475,selection_plume_rmse,134203.302725
176,271.28,1.150e-05,31.514,0.007612,0.002059,0.001798,0.002009,0.000567,0.000344,0.00157,0.026549,0.000688,0.000686,0.008028,0.001719,0.001496,0.001704,0.000492,0.000306,0.001717,0.030614,0.000538,0.000536,17756.5977,58.8455,-0.000376,1.191746,727075.375,80215.4531,-0.013197,0.968615,0.000596,0.99587,0.226282,0.997506,16,2412.4223,5.0722,134207.7556,25292.0588,0.997457,0.219467,0.998417,selection_plume_rmse,134207.755613
177,271.07,1.065e-05,31.514,0.007566,0.002013,0.001759,0.00195,0.000561,0.000336,0.001565,0.026585,0.000676,0.000674,0.008456,0.001679,0.001463,0.001643,0.00049,0.000301,0.001998,0.031865,0.000538,0.000536,17756.5781,58.4654,-0.000374,1.184048,727083.5,80245.3125,-0.013219,0.968976,0.000596,0.996019,0.227798,0.997584,16,2413.5863,5.0218,134239.5976,25316.63,0.997749,0.221503,0.998567,selection_plume_rmse,134239.59762
178,262.64,9.838e-06,31.514,0.007605,0.00204,0.001781,0.002,0.000561,0.000342,0.001551,0.026755,0.000683,0.000681,0.008481,0.001671,0.001457,0.00162,0.00049,0.000298,0.002028,0.031879,0.000538,0.000536,17758.0762,58.6911,-0.000542,1.188619,727128.375,80408.3125,-0.013345,0.970944,0.000596,0.996083,0.227244,0.997619,16,2413.7078,5.0389,134218.0373,25317.7753,0.997886,0.222479,0.998638,selection_plume_rmse,134218.037268
179,273.57,9.060e-06,31.514,0.007629,0.00208,0.001816,0.002033,0.000569,0.000347,0.001568,0.026545,0.000689,0.000687,0.008534,0.001631,0.001422,0.001569,0.000488,0.000293,0.002077,0.032172,0.000538,0.000536,17756.209,57.9133,-0.000332,1.172866,727075.875,80216.0625,-0.013198,0.968623,0.000596,0.996181,0.22772,0.997672,16,2414.0564,4.9334,134260.771,25325.8685,0.9979,0.224711,0.998649,selection_plume_rmse,134260.771027
180,269.3,8.317e-06,31.514,0.007719,0.002046,0.001787,0.001996,0.000568,0.000342,0.001623,0.027002,0.000688,0.000686,0.008443,0.001667,0.001454,0.001614,0.000492,0.0003,0.001998,0.031849,0.000538,0.000536,17757.9434,58.4906,-0.000528,1.184558,727126.8125,80370.6953,-0.01334,0.97049,0.000596,0.996072,0.226351,0.997613,16,2413.5819,5.0523,134212.8748,25314.2899,0.99782,0.222896,0.998607,selection_plume_rmse,134212.874804
181,266.01,7.609e-06,31.514,0.007676,0.002064,0.001802,0.002004,0.000573,0.000345,0.001613,0.026665,0.000694,0.000692,0.008177,0.001701,0.001483,0.00166,0.000493,0.000303,0.001829,0.03098,0.000538,0.000536,17757.8047,58.7242,-0.000512,1.189289,727129.4375,80381.8516,-0.013347,0.970625,0.000596,0.995989,0.225075,0.99757,16,2413.7137,5.0665,134224.8168,25321.0043,0.997623,0.221873,0.998507,selection_plume_rmse,134224.81682
182,286.13,6.936e-06,31.514,0.00761,0.002083,0.00182,0.002021,0.000574,0.000347,0.001566,0.026407,0.000694,0.000692,0.008549,0.001672,0.001459,0.001607,0.000493,0.000299,0.002071,0.032041,0.000538,0.000536,17757.9609,58.8226,-0.00053,1.191281,727126.375,80399.3203,-0.013339,0.970836,0.000596,0.996111,0.227157,0.997634,16,2413.5973,5.0688,134182.4106,25335.0613,0.997914,0.223403,0.998653,selection_plume_rmse,134182.410641
183,263.77,6.299e-06,31.514,0.007553,0.002047,0.001789,0.001975,0.000571,0.000342,0.001574,0.026211,0.000689,0.000688,0.008599,0.001665,0.001451,0.001622,0.000489,0.000299,0.002106,0.032184,0.000538,0.000536,17756.9668,58.4566,-0.000418,1.183869,727086.9375,80239.3281,-0.013229,0.968904,0.000596,0.996083,0.226154,0.997619,16,2413.3255,4.952,134248.4045,25333.7662,0.99791,0.223688,0.998652,selection_plume_rmse,134248.404537
184,268.97,5.697e-06,31.514,0.007642,0.002031,0.001773,0.001986,0.00056,0.000341,0.001583,0.026853,0.000678,0.000677,0.00847,0.001664,0.00145,0.00162,0.00049,0.0003,0.002034,0.031806,0.000538,0.000536,17756.5312,58.5861,-0.000368,1.186491,727080.0625,80259.0,-0.01321,0.969141,0.000596,0.996089,0.228837,0.997622,16,2413.2427,4.9317,134242.1104,25338.6139,0.997938,0.22409,0.998667,selection_plume_rmse,134242.110413
185,264.69,5.131e-06,31.514,0.007544,0.002024,0.001767,0.00197,0.000564,0.000341,0.001582,0.026254,0.00068,0.000679,0.008536,0.001674,0.001458,0.001635,0.00049,0.000302,0.00207,0.031948,0.000538,0.000536,17756.6855,58.8201,-0.000386,1.191232,727080.875,80266.0625,-0.013212,0.969227,0.000596,0.996074,0.226576,0.997614,16,2413.7695,4.9801,134240.9168,25322.4022,0.99792,0.224064,0.998658,selection_plume_rmse,134240.916813
186,284.8,4.600e-06,31.514,0.007569,0.002021,0.001764,0.001968,0.000562,0.00034,0.001556,0.026618,0.000682,0.00068,0.00864,0.001641,0.00143,0.001594,0.000487,0.000296,0.002147,0.032343,0.000538,0.000536,17756.8125,58.2217,-0.0004,1.179112,727082.5,80252.3594,-0.013217,0.969061,0.000596,0.996135,0.229929,0.997647,16,2412.8652,4.8666,134257.8422,25359.3822,0.998007,0.225776,0.998704,selection_plume_rmse,134257.842186
187,269.04,4.106e-06,31.514,0.007731,0.002049,0.001789,0.001994,0.00057,0.000345,0.001665,0.026781,0.000684,0.000683,0.008429,0.001658,0.001445,0.001617,0.000488,0.000299,0.002011,0.03173,0.000538,0.000536,17756.6719,58.6205,-0.000384,1.187189,727077.8125,80246.1172,-0.013204,0.968986,0.000596,0.996105,0.22743,0.997631,16,2413.969,4.9294,134274.1944,25326.7381,0.997924,0.224273,0.99866,selection_plume_rmse,134274.194445
188,280.45,3.648e-06,31.514,0.007668,0.002044,0.001785,0.001982,0.000569,0.000343,0.001592,0.026881,0.000689,0.000688,0.008434,0.00168,0.001463,0.001652,0.00049,0.000304,0.002007,0.031642,0.000538,0.000536,17756.8145,58.8769,-0.0004,1.192382,727075.875,80241.6016,-0.013198,0.968931,0.000596,0.996028,0.225459,0.997591,16,2413.4471,4.9489,134239.7412,25328.1233,0.99792,0.224061,0.998657,selection_plume_rmse,134239.741163
189,272.77,3.226e-06,31.514,0.007621,0.002055,0.001794,0.001998,0.00057,0.000346,0.001606,0.026398,0.000684,0.000682,0.00841,0.001696,0.001477,0.001667,0.000493,0.000307,0.001984,0.031528,0.000538,0.000536,17757.0469,58.8802,-0.000427,1.192449,727074.875,80221.375,-0.013195,0.968687,0.000596,0.995969,0.222554,0.997561,16,2413.3156,4.9902,134225.4714,25321.3761,0.9979,0.22368,0.998646,selection_plume_rmse,134225.471445
190,275.62,2.841e-06,31.514,0.007557,0.002071,0.001807,0.002034,0.000568,0.000346,0.001548,0.026254,0.000694,0.000692,0.008447,0.001666,0.00145,0.001643,0.000489,0.000304,0.00202,0.031742,0.000538,0.000536,17756.5938,58.4303,-0.000375,1.183336,727076.75,80219.1172,-0.013201,0.96866,0.000596,0.996024,0.227977,0.997589,16,2413.4954,4.9269,134256.1971,25346.1637,0.997959,0.224539,0.998677,selection_plume_rmse,134256.197092
191,280.34,2.491e-06,31.514,0.007619,0.002073,0.00181,0.002031,0.00057,0.000349,0.00159,0.026374,0.000693,0.000691,0.008488,0.001655,0.00144,0.001633,0.000487,0.000303,0.002047,0.031902,0.000538,0.000536,17756.5723,58.2742,-0.000373,1.180174,727077.6875,80217.3516,-0.013203,0.968638,0.000596,0.996035,0.22865,0.997595,16,2413.3383,4.9044,134255.4296,25349.4393,0.998001,0.224673,0.998699,selection_plume_rmse,134255.429604
192,267.62,2.179e-06,31.514,0.007602,0.002059,0.001798,0.002009,0.00057,0.000347,0.001583,0.026394,0.000693,0.000691,0.008452,0.001685,0.001468,0.00165,0.000492,0.000305,0.002013,0.031684,0.000538,0.000536,17757.957,59.0367,-0.000529,1.195617,727122.0625,80429.7344,-0.013327,0.971203,0.000596,0.996004,0.226971,0.997578,16,2413.559,4.9892,134224.5896,25320.723,0.997975,0.224128,0.998684,selection_plume_rmse,134224.589609
193,277.31,1.903e-06,31.514,0.007554,0.002015,0.001759,0.001964,0.000562,0.000341,0.001544,0.026632,0.000676,0.000675,0.008468,0.00167,0.001454,0.00164,0.000489,0.000304,0.002032,0.031773,0.000538,0.000536,17757.791,58.704,-0.00051,1.188879,727124.0,80393.6875,-0.013332,0.970768,0.000596,0.996017,0.226824,0.997587,16,2413.1857,4.9372,134231.7913,25333.7276,0.99799,0.224546,0.998693,selection_plume_rmse,134231.791294
194,276.89,1.663e-06,31.514,0.007544,0.002038,0.001779,0.001984,0.000569,0.000343,0.00155,0.026377,0.000689,0.000687,0.008531,0.001671,0.001455,0.001642,0.000489,0.000304,0.002071,0.031926,0.000538,0.000536,17757.8281,58.7603,-0.000515,1.19002,727124.75,80369.8281,-0.013334,0.97048,0.000596,0.996026,0.228554,0.99759,16,2413.4009,4.9369,134238.1639,25333.3551,0.99802,0.224493,0.998708,selection_plume_rmse,134238.163904
195,268.52,1.461e-06,31.514,0.007535,0.002061,0.001798,0.002023,0.000569,0.000347,0.001537,0.026246,0.000694,0.000692,0.008504,0.001662,0.001446,0.001638,0.000488,0.000303,0.002057,0.031899,0.000538,0.000536,17757.7754,58.5678,-0.000509,1.186122,727124.5625,80379.6641,-0.013334,0.970598,0.000596,0.996024,0.228594,0.997589,16,2413.0212,4.9247,134226.063,25341.8853,0.998016,0.224755,0.998707,selection_plume_rmse,134226.063046
196,268.13,1.295e-06,31.514,0.007547,0.002074,0.00181,0.00203,0.000572,0.000349,0.001568,0.026031,0.000698,0.000697,0.00855,0.001667,0.001451,0.001638,0.000489,0.000304,0.002088,0.031972,0.000538,0.000536,17757.8262,58.7325,-0.000514,1.189456,727123.0625,80378.0078,-0.01333,0.970578,0.000596,0.996032,0.226744,0.997594,16,2413.503,4.9391,134237.8161,25337.767,0.998031,0.22468,0.998714,selection_plume_rmse,134237.816059
197,271.38,1.166e-06,31.514,0.007545,0.002053,0.001791,0.00201,0.000567,0.000345,0.001564,0.026188,0.000691,0.000689,0.008574,0.001671,0.001455,0.001639,0.00049,0.000305,0.002101,0.032019,0.000538,0.000536,17757.9727,58.7563,-0.000531,1.189939,727123.375,80390.8594,-0.013331,0.970734,0.000596,0.996037,0.226802,0.997597,16,2413.5234,4.9549,134231.0748,25336.5939,0.998035,0.224637,0.998715,selection_plume_rmse,134231.074818
198,268.08,1.074e-06,31.514,0.007582,0.002034,0.001777,0.001974,0.000567,0.000343,0.001578,0.026462,0.000684,0.000682,0.008594,0.001671,0.001455,0.00164,0.00049,0.000305,0.002115,0.032055,0.000538,0.000536,17757.9531,58.7137,-0.000529,1.189076,727124.375,80379.2266,-0.013333,0.970593,0.000596,0.996032,0.226713,0.997594,16,2413.6319,4.9455,134241.2781,25339.9272,0.998042,0.224626,0.998718,selection_plume_rmse,134241.278101
199,282.02,1.018e-06,31.514,0.007582,0.002039,0.001779,0.001988,0.000569,0.000343,0.00158,0.026421,0.000691,0.00069,0.008523,0.001677,0.00146,0.001652,0.00049,0.000306,0.002065,0.031878,0.000538,0.000536,17757.8379,58.6886,-0.000516,1.188568,727120.4375,80366.4453,-0.013322,0.970439,0.000596,0.995999,0.226376,0.997578,16,2413.2711,4.9454,134231.1748,25337.4194,0.998013,0.22435,0.998703,selection_plume_rmse,134231.174847
200,269.33,1.000e-06,31.514,0.007503,0.002024,0.001768,0.001963,0.000567,0.000341,0.001546,0.026218,0.000686,0.000684,0.00851,0.001678,0.001461,0.001656,0.00049,0.000307,0.002056,0.031836,0.000538,0.000536,17757.752,58.7125,-0.000506,1.189051,727121.875,80365.8672,-0.013326,0.970432,0.000596,0.995991,0.226303,0.997573,16,2413.4174,4.9514,134233.9999,25334.8171,0.998004,0.22414,0.998699,selection_plume_rmse,134233.999866
